date,region,product,units_sold,unit_price
2024-05-18,South,Keyboard,34,416.31
2023-06-07,West,Keyboard,32,15.46
2024-11-03,East,Mouse,31,322.33
2024-01-19,East,Monitor,-3,120.00
2023-11-03,East,Laptop,12,433.78
2023-10-03,North,Laptop,29,137.85
2023-12-29,West,Keyboard,23,708.03
2024-12-27,South,Keyboard,13,235.07
2023-05-17,West,Laptop,22,721.79
2023-06-14,South,Laptop,18,103.85
2024-05-15,West,Camera,9,266.66
2024-02-14,West,Mouse,8,766.57
2023-01-22,South,Mouse,23,405.0
2024-12-01,South,Keyboard,22,349.44
2024-09-03,North,Laptop,31,238.68
2024-05-12,North,Laptop,16,497.91
2024-06-07,South,Mouse,18,615.71
2023-09-27,South,Camera,28,166.75
2024-12-24,North,Camera,33,492.77
2023-07-13,South,Mouse,8,114.51
2023-02-09,East,Mouse,10,346.78
2024-09-23,South,Keyboard,4,310.48
2024-06-21,East,Camera,15,185.2
2024-03-12,West,Keyboard,33,347.39
2023-02-22,East,Keyboard,18,297.23
2023-12-26,West,Mouse,21,717.13
2023-07-06,North,Keyboard,4,531.74
2023-11-26,South,Monitor,31,231.33
2024-01-20,West,Keyboard,10,
2024-09-13,North,Laptop,12,209.29
2024-05-18,East,Monitor,20,98.11
2024-11-16,North,Camera,36,618.67
2023-05-14,East,Monitor,24,596.92
2024-08-26,East,Mouse,18,175.93
2024-01-29,North,Keyboard,9,507.35
2024-09-08,North,Keyboard,38,774.98
2024-11-01,South,Mouse,29,741.15
2023-03-18,East,Monitor,31,791.82
2023-07-26,South,Keyboard,9,161.45
2024-07-17,East,Headset,23,716.98
2024-04-04,North,Laptop,5,391.43
2024-06-20,North,Mouse,39,226.58
2023-05-13,East,Keyboard,37,58.03
2024-12-11,South,Camera,26,401.07
2024-06-29,North,Mouse,29,603.07
2024-01-29,West,Laptop,39,224.48
2023-07-08,North,Mouse,37,182.07
2024-12-14,North,Headset,30,408.02
2024-06-21,East,Monitor,15,244.13
2023-10-02,North,Mouse,15,46.03
2023-09-01,East,Keyboard,10,754.22
2023-10-12,South,Monitor,4,517.51
2023-09-12,South,Headset,8,11.11
hello,this,is,not,valid
2023-12-22,East,Monitor,6,757.68
2024-07-16,East,Camera,9,332.59
2024-09-18,East,Monitor,4,504.5
2023-01-11,East,Mouse,18,149.62
2024-01-21,North,Keyboard,10
2023-01-17,North,Camera,25,757.07
2023-09-21,South,Laptop,15,266.17
2023-07-28,West,Mouse,29,193.06
2024-03-20,East,Mouse,31,84.02
2023-07-05,West,Mouse,12,159.2
2024-05-17,South,Camera,19,26.63
2023-06-16,South,Laptop,39,158.4
2023-05-27,North,Laptop,16,369.47
2024-10-22,West,Keyboard,34,118.46
2023-01-13,North,Laptop,25,26.37
2023-01-14,North,Mouse,16,618.39
2023-10-02,South,Camera,39,20.66
2023-01-10,North,Headset,22,683.65
2023-03-29,South,Mouse,31,610.14
2024-03-30,South,Monitor,22,388.34
2023-09-07,North,Headset,18,505.71
2023-05-07,North,Keyboard,7,440.27
2023-04-16,West,Mouse,1,730.61
2023-01-25,South,Laptop,25,126.43
2024-11-02,East,Mouse,25,552.55
2023-04-26,West,Mouse,8,187.37
2023-10-16,East,Keyboard,40,273.64
2024-01-05,North,Keyboard,39,129.37
2024-03-14,East,Headset,12,546.75
2023-06-03,East,Headset,19,285.22
2023-04-17,East,Laptop,24,746.98
2024-12-29,North,Keyboard,10,624.45
2023-05-31,East,Mouse,25,362.89
2024-05-04,North,Keyboard,37,347.69
2023-10-13,South,Keyboard,21,795.87
2023-07-06,West,Monitor,21,400.42
2024-05-07,West,Headset,22,119.19
2024-10-31,South,Laptop,27,443.98
2024-07-05,West,Headset,35,658.91
2024-01-29,North,Headset,27,426.29
2024-12-11,South,Camera,6,195.8
2023-01-03,South,Keyboard,24,451.12
2023-05-17,North,Keyboard,23,295.08
2023-05-23,East,Laptop,10,669.85
2024-07-18,West,Mouse,14,663.98
2023-02-27,South,Keyboard,10,308.19
2023-01-27,West,Monitor,4,564.11
2024-11-09,North,Laptop,39,697.68
2023-01-31,South,Monitor,10,72.4
2023-03-20,North,Headset,27,128.28
2023-07-06,West,Camera,9,601.0
2024-12-16,East,Laptop,27,580.82
2024-03-30,North,Monitor,8,133.15
2024-10-19,North,Headset,12,407.6
2023-01-12,West,Laptop,30,447.78
2023-09-22,East,Camera,15,344.7
2023-06-10,East,Keyboard,34,308.27
2023-05-09,South,Laptop,40,54.24
2024-02-06,South,Camera,36,488.02
2023-03-21,West,Laptop,21,525.63
2024-02-19,West,Mouse,4,644.64
2024-10-24,West,Mouse,18,95.64
2023-03-21,East,Headset,22,32.16
2023-10-16,South,Headset,7,61.6
2024-09-03,North,Monitor,13,445.84
2024-10-15,North,Mouse,18,77.18
2024-08-06,North,Headset,31,46.09
2023-11-19,North,Monitor,1,784.63
2023-10-17,West,Headset,13,258.43
2024-02-05,East,Mouse,7,271.74
2024-05-30,North,Headset,10,28.71
2024-01-27,West,Headset,3,239.19
2023-06-05,West,Keyboard,6,762.73
2023-08-26,South,Camera,10,617.37
2024-01-18,,Keyboard,10,25.50
2023-06-14,East,Laptop,9,277.83
2024-01-04,West,Keyboard,25,198.9
2024-09-17,North,Mouse,37,505.95
2024-05-24,North,Keyboard,10,615.39
2023-11-13,North,Laptop,7,369.3
2023-06-23,East,Mouse,5,231.29
2024-01-08,East,Keyboard,5,151.56
2024-04-16,East,Laptop,17,612.89
2024-03-28,South,Keyboard,37,395.72
2024-01-08,East,Laptop,27,687.03
2024-11-27,South,Laptop,24,414.86
2024-10-01,East,Monitor,6,548.94
2024-06-02,West,Monitor,3,500.28
2024-10-21,North,Camera,16,562.8
2024-07-28,North,Mouse,7,239.62
2023-06-12,West,Keyboard,15,316.7
2024-04-18,North,Monitor,30,380.11
2024-07-01,West,Keyboard,6,152.42
2023-04-21,West,Laptop,13,327.2
2023-03-08,East,Monitor,39,394.17
2024-12-20,West,Keyboard,18,369.12
2024-07-12,South,Laptop,10,515.77
2023-11-24,North,Headset,25,59.3
2024-01-06,West,Laptop,14,52.72
2024-01-18,North,Mouse,abc,15.00
2023-01-24,West,Monitor,17,512.19
2023-03-27,South,Keyboard,18,330.0
2023-11-02,West,Laptop,34,179.14
2023-09-23,South,Keyboard,6,717.02
2024-03-14,East,Monitor,11,166.9
2024-03-05,West,Laptop,35,554.18
2023-06-14,West,Monitor,37,317.42
2023-01-11,South,Keyboard,38,497.04
2023-11-28,East,Keyboard,10,718.24
2023-06-01,West,Monitor,8,635.69
2024-11-21,West,Monitor,34,580.61
2024-04-06,South,Camera,29,514.74
2024-08-15,North,Keyboard,14,599.11
2023-07-12,West,Camera,35,621.76
2024-09-07,West,Mouse,23,175.71
2023-07-15,North,Monitor,24,22.79
2023-11-11,North,Camera,32,522.64
2024-04-11,West,Laptop,23,288.25
2024-07-09,West,Headset,22,99.57
2023-06-30,West,Laptop,24,149.75
2024-09-01,South,Headset,28,311.44
2024-11-06,West,Camera,19,564.65
2023-04-12,North,Keyboard,6,523.2
2024-09-23,West,Keyboard,32,602.46
2024-01-19,South,,12,25.50
2024-09-30,North,Camera,29,407.66
2023-02-03,East,Laptop,14,186.07
2024-04-10,West,Keyboard,13,686.51
2023-05-08,East,Laptop,27,727.31
2024-10-22,West,Keyboard,24,627.93
2024-06-03,East,Monitor,17,252.84
2024-02-29,South,Keyboard,27,35.81
2023-01-27,South,Monitor,34,657.83
2024-09-06,East,Monitor,11,767.74
2024-03-16,South,Headset,26,162.2
2024-10-21,West,Keyboard,37,348.99
2024-10-13,West,Camera,12,328.46
2023-11-22,South,Laptop,15,88.67
2023-05-10,North,Camera,37,629.58
2024-10-04,East,Headset,11,759.47
2023-07-28,North,Keyboard,2,355.56
2024-10-05,South,Keyboard,40,568.98
2023-03-22,West,Keyboard,9,786.9
2024-10-11,East,Mouse,16,525.49
2023-08-16,East,Mouse,35,673.96
2024-01-23,East,Camera,4,227.22
2023-05-28,North,Camera,38,694.88
2023-04-24,West,Headset,8,94.59
2023-10-17,East,Mouse,6,71.13
2024-01-19,East,Monitor,-3,120.00
2024-01-06,South,Laptop,7,397.92
2023-01-23,West,Keyboard,32,767.78
2023-03-20,South,Camera,27,306.45
2023-11-18,West,Mouse,12,246.02
2023-07-02,North,Keyboard,22,795.05
2024-05-10,North,Mouse,34,595.94
2023-05-05,South,Headset,2,433.4
2024-06-14,South,Mouse,24,100.68
2023-08-11,North,Monitor,9,183.61
2024-12-09,South,Monitor,18,390.44
2023-04-05,East,Camera,36,525.02
2024-04-23,West,Laptop,33,757.61
2023-07-17,East,Mouse,13,552.78
2023-10-15,West,Keyboard,38,636.59
2024-08-24,East,Mouse,14,763.47
2024-05-14,West,Laptop,28,481.1
2023-10-06,East,Headset,7,489.76
2024-03-15,South,Headset,23,305.43
2024-10-09,North,Laptop,11,712.67
2024-06-07,East,Headset,27,241.84
2024-10-22,East,Laptop,2,100.57
2023-11-27,West,Mouse,23,203.8
2023-08-09,East,Monitor,10,625.82
2023-05-06,North,Monitor,1,576.27
2024-01-20,West,Keyboard,10,
2023-08-07,West,Headset,21,720.01
2024-07-29,North,Laptop,19,485.42
2024-06-23,South,Keyboard,36,229.66
2024-09-14,North,Headset,27,548.88
2024-03-21,East,Monitor,13,165.73
2024-05-20,West,Keyboard,18,342.78
2023-05-08,West,Mouse,39,268.23
2024-01-28,South,Headset,2,235.18
2024-10-21,North,Laptop,19,113.54
2024-02-17,North,Headset,34,40.9
2024-10-22,North,Keyboard,31,85.14
2024-03-01,East,Monitor,21,605.42
2024-02-14,North,Headset,21,400.12
2023-02-18,West,Monitor,30,399.74
2024-10-18,North,Monitor,40,91.17
2023-08-18,North,Keyboard,9,93.06
2023-11-27,West,Mouse,11,79.53
2024-01-13,North,Camera,4,215.15
2023-02-14,North,Keyboard,20,69.28
2023-12-04,West,Monitor,11,740.64
2024-08-20,West,Keyboard,9,262.27
2023-06-01,West,Camera,29,537.91
2024-06-18,South,Headset,31,532.4
2023-10-15,East,Camera,31,188.41
hello,this,is,not,valid
2023-09-28,East,Camera,6,288.88
2023-09-06,South,Camera,5,69.36
2024-05-21,North,Mouse,1,539.69
2024-04-24,West,Mouse,32,92.58
2024-01-21,North,Keyboard,10
2023-08-02,East,Monitor,30,527.68
2024-05-31,North,Mouse,15,734.19
2024-01-30,West,Headset,33,170.39
2024-02-14,South,Keyboard,18,344.24
2024-12-03,East,Headset,7,126.36
2023-04-20,North,Mouse,2,716.34
2023-07-11,East,Keyboard,31,532.89
2024-04-08,East,Monitor,8,742.27
2023-03-28,East,Laptop,14,128.99
2024-05-29,West,Headset,22,51.99
2023-10-07,East,Keyboard,4,522.41
2024-03-08,South,Monitor,13,328.13
2024-08-31,East,Headset,39,399.96
2024-03-19,North,Camera,4,520.61
2023-04-24,South,Keyboard,4,717.1
2024-08-12,East,Mouse,5,430.38
2023-10-10,South,Headset,26,319.61
2023-04-14,South,Camera,18,401.19
2023-06-25,South,Monitor,19,567.62
2023-10-22,North,Keyboard,12,407.56
2024-12-18,West,Camera,20,683.53
2024-12-05,South,Mouse,21,548.34
2023-06-20,South,Monitor,30,122.05
2023-01-14,West,Laptop,22,26.45
2023-09-28,North,Mouse,1,479.26
2024-04-30,North,Laptop,16,383.33
2023-02-16,North,Headset,19,669.93
2024-06-21,South,Mouse,7,88.99
2023-12-10,West,Laptop,23,791.94
2023-09-21,West,Monitor,24,372.41
2023-12-28,East,Camera,22,714.18
2024-11-10,West,Keyboard,18,551.77
2024-10-17,North,Mouse,27,686.45
2024-11-06,South,Monitor,32,34.41
2024-08-14,West,Monitor,14,598.05
2023-07-18,West,Camera,7,772.71
2024-10-03,West,Headset,12,219.59
2024-11-26,East,Monitor,26,475.43
2023-10-10,East,Mouse,3,467.82
2024-12-19,East,Headset,8,352.43
2024-04-10,East,Monitor,8,775.88
2024-05-25,South,Laptop,10,423.32
2023-10-24,South,Monitor,32,237.73
2023-10-29,North,Laptop,3,181.69
2024-08-30,North,Keyboard,32,251.6
2024-03-16,East,Camera,1,49.42
2023-05-22,East,Monitor,33,535.61
2024-07-28,South,Keyboard,18,122.69
2023-07-21,West,Headset,6,239.73
2023-02-02,West,Monitor,16,651.25
2024-10-14,West,Laptop,26,773.86
2023-04-11,East,Monitor,39,255.48
2024-07-31,West,Camera,21,645.46
2023-05-23,South,Monitor,9,338.89
2023-07-24,East,Monitor,6,244.89
2024-10-05,West,Headset,12,307.01
2024-03-23,North,Mouse,34,359.1
2023-11-17,East,Laptop,23,347.86
2024-03-06,West,Laptop,2,730.92
2023-01-28,West,Keyboard,9,496.01
2023-11-06,South,Headset,33,304.76
2024-09-27,East,Keyboard,26,109.49
2024-11-17,North,Laptop,34,373.57
2023-02-25,North,Keyboard,18,665.62
2024-10-27,North,Monitor,39,86.95
2023-10-25,West,Camera,22,692.81
2023-05-05,North,Camera,14,417.85
2024-07-29,West,Mouse,15,717.09
2024-10-17,South,Monitor,20,578.12
2024-01-18,,Keyboard,10,25.50
2023-01-07,West,Headset,13,100.62
2023-01-01,South,Headset,8,420.66
2023-09-11,South,Keyboard,31,29.48
2024-06-01,West,Laptop,4,741.58
2023-11-04,West,Laptop,12,658.01
2024-07-13,East,Headset,29,688.86
2024-09-23,North,Laptop,10,512.6
2023-07-09,South,Camera,16,144.91
2024-12-17,South,Laptop,31,239.13
2024-11-14,North,Headset,32,300.2
2023-10-09,West,Laptop,7,376.53
2024-03-11,South,Keyboard,19,371.1
2024-07-31,West,Keyboard,38,249.18
2024-10-22,West,Keyboard,23,770.61
2024-04-24,West,Monitor,1,785.59
2024-01-02,South,Monitor,34,318.59
2023-03-06,South,Camera,10,287.97
2024-07-30,East,Laptop,9,229.89
2024-11-05,East,Laptop,5,733.77
2024-10-22,West,Laptop,31,488.62
2023-07-04,East,Mouse,21,475.19
2024-08-17,East,Headset,40,665.61
2023-03-11,North,Keyboard,11,193.05
2024-11-12,North,Laptop,31,265.69
2024-01-18,North,Mouse,abc,15.00
2023-08-26,South,Keyboard,12,585.25
2024-01-29,West,Keyboard,4,493.4
2023-04-28,North,Camera,5,358.81
2024-01-19,North,Mouse,21,95.05
2024-04-05,West,Mouse,37,449.61
2023-07-20,East,Laptop,29,546.29
2023-08-19,South,Camera,11,352.91
2024-06-25,South,Keyboard,38,29.15
2024-11-15,North,Mouse,3,649.91
2023-01-06,East,Laptop,37,441.8
2023-03-15,East,Mouse,34,401.98
2023-08-01,West,Headset,23,291.62
2024-07-26,South,Keyboard,29,347.73
2024-01-21,North,Headset,6,110.48
2024-06-13,East,Keyboard,8,403.98
2023-02-22,East,Keyboard,15,658.85
2023-10-24,East,Laptop,23,63.68
2023-06-11,East,Keyboard,35,464.53
2024-06-14,East,Laptop,40,54.75
2024-12-15,North,Headset,31,750.17
2023-09-27,North,Keyboard,22,342.91
2023-07-25,East,Keyboard,9,171.34
2023-12-04,North,Mouse,32,67.6
2024-07-31,North,Monitor,5,760.43
2024-01-19,South,,12,25.50
2024-09-04,North,Headset,31,757.81
2023-10-05,North,Keyboard,3,402.31
2023-08-19,East,Laptop,31,249.7
2023-08-22,North,Keyboard,2,621.15
2023-07-20,West,Camera,2,446.47
2023-02-23,West,Laptop,9,349.48
2024-03-13,South,Keyboard,29,103.21
2024-09-22,East,Monitor,13,281.07
2023-03-01,South,Mouse,6,475.01
2023-08-21,West,Camera,35,458.76
2023-01-16,South,Keyboard,5,54.76
2024-03-25,South,Monitor,3,258.16
2024-09-08,South,Monitor,9,488.84
2024-05-05,North,Camera,5,70.34
2024-07-10,South,Laptop,23,719.14
2023-08-14,West,Camera,20,753.73
2024-07-18,East,Camera,16,426.21
2023-10-01,East,Camera,35,407.72
2023-02-25,East,Laptop,40,394.1
2023-03-22,South,Mouse,34,192.12
2024-07-20,South,Keyboard,24,582.68
2023-05-26,North,Mouse,29,523.43
2024-04-09,North,Keyboard,32,670.7
2023-10-04,East,Headset,25,247.33
2024-01-19,East,Monitor,-3,120.00
2023-03-28,North,Monitor,40,313.31
2023-01-20,West,Laptop,29,45.09
2023-07-30,West,Mouse,28,430.67
2024-11-07,East,Keyboard,35,612.77
2023-01-27,East,Monitor,38,181.07
2023-01-29,East,Camera,40,352.92
2024-03-13,North,Keyboard,36,316.61
2024-11-25,East,Headset,30,344.83
2024-08-04,East,Mouse,25,379.19
2023-09-01,South,Keyboard,18,641.68
2023-10-08,North,Mouse,35,243.7
2024-08-07,West,Keyboard,40,226.67
2023-10-03,East,Camera,39,19.75
2023-11-11,East,Monitor,12,360.61
2023-01-18,West,Keyboard,30,39.23
2024-01-03,West,Camera,36,182.1
2023-03-01,North,Monitor,40,445.64
2023-03-07,West,Mouse,17,615.12
2023-10-10,East,Laptop,9,189.66
2023-06-28,South,Headset,4,193.81
2024-11-01,North,Mouse,33,689.85
2024-08-16,East,Keyboard,36,576.71
2023-03-04,East,Monitor,2,545.93
2023-12-28,North,Headset,16,286.29
2024-01-20,West,Keyboard,10,
2023-03-21,West,Keyboard,33,71.19
2023-07-28,East,Headset,24,665.02
2024-11-28,West,Keyboard,28,701.92
2023-05-27,North,Monitor,39,632.65
2023-12-10,West,Camera,24,381.84
2023-10-29,North,Mouse,24,45.24
2023-06-03,North,Keyboard,39,177.07
2023-11-17,East,Mouse,25,666.27
2023-02-03,South,Laptop,6,764.59
2023-08-18,West,Headset,8,679.6
2024-06-24,North,Headset,31,530.77
2024-06-16,West,Monitor,18,164.07
2024-08-12,East,Mouse,22,202.03
2024-01-06,South,Laptop,21,601.07
2023-04-29,South,Laptop,27,295.89
2023-12-27,North,Monitor,31,488.12
2024-04-04,West,Mouse,37,663.98
2023-05-09,South,Laptop,38,536.06
2024-09-12,East,Monitor,22,257.94
2023-03-25,West,Laptop,33,786.77
2024-08-12,West,Camera,13,720.9
2024-04-09,North,Mouse,8,340.71
2024-07-21,West,Camera,7,109.85
2023-02-04,West,Keyboard,11,792.05
hello,this,is,not,valid
2023-05-16,West,Laptop,23,110.69
2024-12-14,South,Camera,19,104.03
2023-12-11,North,Camera,3,68.26
2023-12-30,West,Laptop,29,595.15
2024-01-21,North,Keyboard,10
2024-03-22,East,Laptop,9,589.42
2024-08-26,North,Mouse,1,478.91
2024-01-14,West,Laptop,21,356.48
2024-06-04,East,Keyboard,15,244.91
2023-12-16,North,Headset,34,718.87
2024-08-16,West,Monitor,21,313.41
2023-07-02,South,Keyboard,14,350.12
2023-10-12,East,Keyboard,23,234.98
2023-05-02,East,Monitor,32,356.74
2023-06-23,East,Monitor,39,605.24
2023-08-26,East,Mouse,7,173.41
2024-06-04,South,Keyboard,39,723.01
2024-07-06,South,Keyboard,32,667.68
2023-01-27,East,Mouse,19,754.03
2024-08-07,West,Camera,29,421.51
2024-04-09,East,Keyboard,8,361.08
2024-03-18,West,Monitor,6,692.96
2023-10-13,North,Monitor,6,597.98
2023-08-16,North,Monitor,11,410.58
2023-10-10,West,Camera,33,540.94
2023-03-17,East,Keyboard,28,89.35
2024-12-23,East,Mouse,36,532.29
2024-10-03,North,Camera,1,204.27
2024-08-23,West,Mouse,13,219.58
2023-06-05,West,Mouse,32,233.25
2023-07-23,North,Headset,14,12.53
2023-03-10,West,Headset,40,174.75
2023-07-02,North,Laptop,17,494.57
2024-10-08,South,Camera,23,392.54
2024-11-03,South,Monitor,15,701.28
2024-11-15,West,Laptop,26,482.3
2024-07-10,West,Monitor,7,182.96
2023-10-22,West,Laptop,21,205.44
2024-03-11,North,Mouse,30,765.49
2024-11-07,North,Monitor,26,566.81
2024-05-10,West,Headset,27,552.91
2023-01-30,East,Monitor,33,179.93
2024-02-23,North,Headset,21,216.67
2023-11-22,West,Laptop,29,345.91
2023-09-24,North,Monitor,32,585.27
2023-12-14,North,Monitor,29,333.75
2024-08-09,South,Headset,14,625.85
2023-04-23,East,Mouse,39,436.42
2023-01-22,West,Keyboard,22,730.66
2024-07-20,North,Camera,4,419.73
2024-01-06,South,Mouse,35,322.47
2023-08-23,East,Mouse,24,271.89
2023-08-09,South,Keyboard,3,677.93
2024-06-23,North,Headset,26,635.16
2023-02-13,South,Monitor,20,29.15
2024-10-08,South,Keyboard,18,602.43
2024-01-22,West,Mouse,18,690.97
2023-03-20,North,Headset,27,25.92
2024-07-08,South,Keyboard,38,636.17
2023-07-18,East,Monitor,28,414.76
2023-01-24,East,Monitor,30,170.11
2023-09-28,West,Laptop,19,349.33
2023-08-16,West,Headset,18,391.85
2024-12-20,South,Laptop,2,794.59
2024-02-08,East,Headset,7,367.29
2024-08-14,North,Laptop,15,363.2
2024-05-03,North,Camera,20,272.62
2024-10-07,North,Keyboard,36,143.71
2024-05-16,South,Keyboard,10,328.52
2024-04-29,South,Keyboard,32,209.1
2023-11-15,East,Mouse,3,263.94
2024-08-01,West,Keyboard,18,555.41
2024-07-29,West,Headset,32,257.28
2024-10-29,South,Monitor,30,570.01
2024-01-18,,Keyboard,10,25.50
2024-06-10,North,Keyboard,28,562.41
2024-01-20,South,Keyboard,11,420.75
2023-05-05,South,Mouse,29,697.1
2023-04-27,North,Laptop,32,144.87
2024-06-21,West,Mouse,36,340.34
2023-01-10,East,Keyboard,28,796.64
2024-11-23,East,Headset,21,495.93
2024-01-16,South,Mouse,19,423.37
2023-07-29,East,Headset,39,208.48
2024-04-18,South,Monitor,9,139.75
2024-04-30,North,Monitor,27,151.59
2024-04-26,North,Keyboard,20,564.16
2023-07-24,North,Headset,30,271.52
2023-03-04,West,Headset,11,62.75
2024-10-13,South,Monitor,1,743.02
2023-10-09,East,Laptop,38,586.17
2024-01-12,West,Monitor,36,437.4
2024-11-06,South,Keyboard,38,130.41
2023-08-10,East,Mouse,17,455.29
2023-05-10,West,Monitor,37,619.86
2024-08-29,East,Camera,40,538.11
2024-04-29,South,Mouse,1,628.86
2023-08-10,North,Headset,10,123.23
2024-05-01,North,Monitor,5,717.8
2024-01-18,North,Mouse,abc,15.00
2023-02-23,South,Headset,29,346.07
2024-04-28,East,Monitor,33,610.41
2023-09-04,West,Laptop,25,567.93
2023-12-30,East,Headset,21,429.24
2024-09-11,South,Mouse,18,571.96
2024-03-23,West,Laptop,17,551.44
2024-07-25,West,Camera,23,150.63
2024-01-10,West,Camera,23,585.51
2023-08-07,South,Laptop,24,151.41
2023-01-11,South,Laptop,24,425.54
2023-01-06,East,Monitor,7,729.72
2023-09-17,North,Headset,18,36.49
2023-10-09,West,Laptop,3,796.63
2024-12-22,East,Monitor,4,777.2
2023-02-01,West,Headset,30,397.34
2024-04-29,North,Keyboard,24,32.78
2024-12-31,South,Camera,12,698.02
2023-05-15,North,Laptop,8,54.28
2024-10-14,North,Monitor,7,687.73
2023-10-12,South,Camera,40,592.59
2023-12-07,East,Camera,11,725.52
2024-08-23,East,Headset,1,753.03
2024-02-17,West,Camera,4,61.31
2024-05-28,South,Camera,18,76.34
2024-01-19,South,,12,25.50
2024-03-30,North,Monitor,39,166.96
2024-06-01,West,Mouse,1,255.82
2024-07-28,East,Keyboard,22,378.34
2024-12-14,North,Headset,30,79.65
2023-04-03,South,Camera,6,156.67
2024-08-28,North,Mouse,1,181.85
2024-01-19,West,Keyboard,16,253.15
2024-11-28,South,Camera,9,255.28
2024-01-24,East,Mouse,18,120.94
2023-11-20,West,Mouse,13,225.51
2023-07-24,South,Monitor,17,561.07
2023-09-28,North,Laptop,23,467.17
2023-12-24,West,Camera,11,39.02
2024-08-22,West,Mouse,35,459.28
2024-12-20,West,Monitor,19,173.88
2024-12-17,East,Keyboard,33,620.99
2023-09-22,South,Laptop,17,34.84
2023-04-29,South,Laptop,9,379.13
2023-11-27,East,Headset,25,530.06
2023-02-04,East,Camera,7,507.28
2023-01-09,South,Laptop,31,274.42
2024-10-25,North,Mouse,23,251.96
2024-04-23,South,Keyboard,29,649.28
2024-04-12,West,Camera,26,384.12
2024-01-19,East,Monitor,-3,120.00
2023-09-07,East,Camera,24,484.74
2024-05-09,West,Monitor,3,776.9
2023-08-28,North,Laptop,28,621.52
2024-08-14,West,Headset,2,139.58
2023-06-20,East,Headset,34,166.79
2024-08-04,South,Mouse,22,632.97
2023-02-25,North,Monitor,10,643.18
2024-04-14,West,Mouse,30,10.67
2023-06-01,South,Mouse,20,252.95
2023-07-09,South,Mouse,28,81.23
2023-09-08,South,Camera,36,678.08
2024-01-19,North,Laptop,11,282.32
2024-04-27,West,Camera,14,731.14
2024-11-15,West,Laptop,16,612.81
2023-04-09,West,Mouse,21,612.8
2023-05-17,West,Monitor,19,657.63
2024-03-10,West,Headset,5,284.03
2024-11-16,North,Mouse,39,150.75
2023-08-29,East,Monitor,22,406.15
2023-01-02,West,Keyboard,15,119.08
2023-07-12,North,Mouse,20,353.97
2023-12-14,West,Camera,12,346.31
2023-10-19,East,Laptop,31,37.51
2024-03-07,South,Mouse,26,549.05
2024-01-20,West,Keyboard,10,
2023-04-19,West,Keyboard,23,551.99
2023-04-14,West,Keyboard,11,262.03
2024-08-11,West,Camera,30,19.16
2024-10-31,West,Laptop,4,249.33
2023-09-22,North,Headset,29,406.63
2024-04-29,East,Headset,24,98.22
2023-07-03,West,Headset,25,697.55
2023-03-23,South,Keyboard,22,759.08
2024-12-25,East,Mouse,33,652.14
2024-04-10,West,Keyboard,30,232.55
2023-05-05,West,Laptop,24,49.56
2024-09-05,East,Monitor,28,276.59
2023-10-31,North,Headset,18,151.2
2024-01-01,West,Keyboard,29,266.46
2024-10-13,North,Headset,8,292.22
2023-02-07,West,Mouse,12,76.4
2023-04-07,South,Camera,10,510.01
2024-03-17,East,Monitor,30,554.3
2023-09-07,West,Keyboard,5,268.0
2023-02-09,South,Headset,7,311.71
2023-03-22,East,Camera,20,343.8
2023-01-23,South,Camera,17,580.06
2023-03-23,West,Keyboard,13,461.01
2023-11-07,South,Camera,4,305.65
hello,this,is,not,valid
2024-04-29,South,Laptop,18,600.03
2023-07-10,East,Headset,3,487.65
2023-07-05,East,Monitor,1,331.67
2023-01-20,West,Camera,9,227.07
2024-01-21,North,Keyboard,10
2024-04-18,East,Keyboard,15,187.61
2024-12-27,East,Mouse,5,493.0
2024-12-30,West,Headset,27,511.47
2023-12-03,West,Laptop,36,19.93
2023-12-15,East,Monitor,29,129.91
2024-05-25,South,Headset,11,541.66
2023-09-19,West,Keyboard,37,774.5
2024-10-08,West,Headset,23,75.64
2024-06-26,East,Monitor,19,603.18
2024-04-07,West,Keyboard,10,503.64
2023-06-20,East,Headset,28,338.16
2023-01-24,East,Headset,32,791.85
2024-01-20,South,Laptop,39,759.57
2023-05-07,North,Laptop,14,176.93
2023-04-24,East,Mouse,11,615.83
2024-02-15,West,Monitor,14,340.36
2024-09-05,East,Monitor,24,507.92
2024-11-11,East,Headset,35,430.68
2023-08-19,West,Laptop,30,236.16
2024-04-05,South,Mouse,26,237.84
2024-06-29,East,Laptop,12,549.85
2023-04-11,West,Headset,27,779.66
2024-02-25,South,Camera,2,498.91
2023-05-22,North,Headset,37,588.4
2023-01-24,East,Headset,16,141.5
2024-10-02,West,Camera,6,761.96
2023-01-24,West,Headset,33,692.12
2023-06-15,West,Monitor,16,148.42
2024-12-30,South,Monitor,9,241.46
2023-02-01,South,Headset,30,372.76
2024-12-01,West,Mouse,12,778.52
2024-05-27,North,Headset,22,698.95
2023-06-13,South,Laptop,5,15.44
2023-02-03,West,Headset,31,691.11
2023-03-14,West,Monitor,35,105.58
2024-09-13,North,Laptop,31,663.93
2023-03-03,East,Laptop,3,297.06
2024-06-07,West,Laptop,8,91.86
2023-09-26,North,Camera,11,299.51
2024-11-03,East,Mouse,16,638.49
2023-08-04,East,Keyboard,22,517.21
2023-03-17,West,Camera,32,604.48
2023-09-24,East,Monitor,29,271.22
2024-04-06,East,Headset,18,479.6
2023-05-24,South,Headset,19,30.49
2024-01-15,East,Camera,19,252.26
